variant,episode,epsilon,moves,return,won,replay_size,loss,rolling_success_100
basic_dqn,284,0.80796,35,-24.0,True,6870,0.07395361363887787,0.67
basic_dqn,285,0.80729,7,4.0,True,6877,0.20642885565757751,0.67
basic_dqn,286,0.80661,1,-10.0,False,6878,0.19638808071613312,0.66
basic_dqn,287,0.80593,3,-12.0,False,6881,0.07933494448661804,0.65
basic_dqn,288,0.80525,8,3.0,True,6889,0.07494985312223434,0.66
basic_dqn,289,0.80457,26,-15.0,True,6915,0.1472593992948532,0.66
basic_dqn,290,0.80389,16,-5.0,True,6931,0.15565474331378937,0.67
basic_dqn,291,0.80321,32,-21.0,True,6963,0.7222335338592529,0.67
basic_dqn,292,0.80254,12,-1.0,True,6975,0.26392319798469543,0.67
basic_dqn,293,0.80186,22,-11.0,True,6997,0.10420328378677368,0.67
basic_dqn,294,0.80118,29,-18.0,True,7026,0.363544762134552,0.67
basic_dqn,295,0.8005,37,-46.0,False,7063,0.3571323752403259,0.67
basic_dqn,296,0.79982,37,-26.0,True,7100,0.25405845046043396,0.68
basic_dqn,297,0.79914,14,-3.0,True,7114,0.22192564606666565,0.68
basic_dqn,298,0.79846,34,-23.0,True,7148,0.09549251198768616,0.69
basic_dqn,299,0.79779,5,-14.0,False,7153,0.11693111807107925,0.68
basic_dqn,300,0.79711,19,-8.0,True,7172,0.08587808907032013,0.68
basic_dqn,301,0.79643,13,-22.0,False,7185,0.1509324163198471,0.67
basic_dqn,302,0.79575,33,-22.0,True,7218,0.18124203383922577,0.68
basic_dqn,303,0.79507,12,-1.0,True,7230,0.05037147179245949,0.69
basic_dqn,304,0.79439,5,6.0,True,7235,0.3311837315559387,0.69
basic_dqn,305,0.79371,12,-1.0,True,7247,0.113312728703022,0.69
basic_dqn,306,0.79304,16,-5.0,True,7263,0.20376764237880707,0.69
basic_dqn,307,0.79236,23,-12.0,True,7286,0.11312319338321686,0.69
basic_dqn,308,0.79168,40,-40.0,False,7326,0.17391934990882874,0.69
basic_dqn,309,0.791,6,5.0,True,7332,0.05689740553498268,0.69
basic_dqn,310,0.79032,4,-13.0,False,7336,0.06828700006008148,0.68
basic_dqn,311,0.78964,38,-27.0,True,7374,0.35494497418403625,0.69
basic_dqn,312,0.78896,9,2.0,True,7383,0.7939522862434387,0.7
basic_dqn,313,0.78829,17,-6.0,True,7400,0.40075644850730896,0.7
basic_dqn,314,0.78761,40,-40.0,False,7440,0.17832441627979279,0.7
basic_dqn,315,0.78693,40,-40.0,False,7480,0.41496366262435913,0.69
basic_dqn,316,0.78625,8,3.0,True,7488,0.14662528038024902,0.69
basic_dqn,317,0.78557,7,4.0,True,7495,0.13197095692157745,0.69
basic_dqn,318,0.78489,35,-24.0,True,7530,0.03358704596757889,0.69
basic_dqn,319,0.78421,39,-28.0,True,7569,0.058473922312259674,0.69
basic_dqn,320,0.78354,40,-40.0,False,7609,0.043154824525117874,0.69
basic_dqn,321,0.78286,5,-14.0,False,7614,0.06461507081985474,0.68
basic_dqn,322,0.78218,2,-11.0,False,7616,0.07355079054832458,0.68
basic_dqn,323,0.7815,2,-11.0,False,7618,0.07605006545782089,0.67
basic_dqn,324,0.78082,6,5.0,True,7624,0.06893891841173172,0.67
basic_dqn,325,0.78014,30,-19.0,True,7654,0.09961644560098648,0.67
basic_dqn,326,0.77946,40,-40.0,False,7694,0.025214310735464096,0.66
basic_dqn,327,0.77879,33,-22.0,True,7727,0.10817475616931915,0.67
basic_dqn,328,0.77811,4,7.0,True,7731,0.03452831506729126,0.67
basic_dqn,329,0.77743,37,-26.0,True,7768,0.022762883454561234,0.67
basic_dqn,330,0.77675,28,-37.0,False,7796,0.04433900862932205,0.66
basic_dqn,331,0.77607,40,-40.0,False,7836,0.015820324420928955,0.65
basic_dqn,332,0.77539,23,-12.0,True,7859,0.011315153911709785,0.65
basic_dqn,333,0.77471,4,7.0,True,7863,0.0091492785140872,0.65
basic_dqn,334,0.77404,35,-24.0,True,7898,0.07511073350906372,0.66
basic_dqn,335,0.77336,34,-23.0,True,7932,0.018916664645075798,0.66
basic_dqn,336,0.77268,11,0.0,True,7943,0.014589737169444561,0.67
basic_dqn,337,0.772,2,9.0,True,7945,0.021927684545516968,0.67
basic_dqn,338,0.77132,13,-2.0,True,7958,0.029005711898207664,0.67
basic_dqn,339,0.77064,34,-23.0,True,7992,0.025898795574903488,0.67
basic_dqn,340,0.76996,6,5.0,True,7998,0.027491524815559387,0.68
basic_dqn,341,0.76929,4,-13.0,False,8000,0.021769437938928604,0.67
basic_dqn,342,0.76861,10,1.0,True,8000,0.009974267333745956,0.68
basic_dqn,343,0.76793,6,5.0,True,8000,0.00789349153637886,0.68
basic_dqn,344,0.76725,2,-11.0,False,8000,0.006341364234685898,0.67
basic_dqn,345,0.76657,5,6.0,True,8000,0.009772785939276218,0.68
basic_dqn,346,0.76589,4,7.0,True,8000,0.013497406616806984,0.69
basic_dqn,347,0.76521,4,7.0,True,8000,0.009805110283195972,0.69
